necesidad,canasta,ean,desc,marca,rubro,categoria,subcategoria,unidad_fisica,qty_fisica,presentacion,cantidad,precio_unitario,precio_envase,cadenas,provincias,sucursales,cba,confiable
Alfajor,Representativa,77903860,Alfajor Triple Torta Terrabusi 70 Gr,Terrabusi,Almacén,Golosinas,Alfajores,kg,0.35,0.07,5.0,30285.7,2120.0,4,24,2401,,True
Chocolate en tableta,Media,80052760,Tableta de Chocolate Kinder Bueno 43 Gr,Kinder,Almacén,Golosinas,Chocolates,kg,0.15,0.043,3.0,74627.9,3209.0,5,24,2460,,True
Chocolate en tableta,Ejecutiva,7622300631574,Chocolate con Relleno Oreo Milka 100 Gr,Milka,Almacén,Golosinas,Chocolates,kg,0.3,0.1,3.0,98800.0,9880.0,5,24,1533,,True
Chocolate en tableta,Representativa,7790580607210,Chocolate Leche Arcor 25 Gr,Arcor,Almacén,Golosinas,Chocolates,kg,0.1,0.025,4.0,66000.0,1650.0,4,24,2673,,True
Snack salado,Popular,7790310985366,Papas Fritas Clásicas Pehuamar 135 Gr,Pehuamar,Almacén,Snacks,Papas Fritas,kg,0.15,0.135,1.0,29037.0,3920.0,5,24,2363,,True
Snack salado,Media,7790310985465,Papas Fritas Clásicas Lays 134 Gr,Lays,Almacén,Snacks,Papas Fritas,kg,0.25,0.134,2.0,39143.7,5245.2,5,24,2454,,True
Snack salado,Ejecutiva,7896004009155,Papas Fritas Originales Pringles 104 Gr,Pringles,Almacén,Snacks,Papas Fritas,kg,0.35,0.104,3.0,54326.9,5650.0,4,24,2234,,True
Snack salado,Representativa,7790310985458,Papas Fritas Clásicas Lays 85 Gr,Lays,Almacén,Snacks,Papas Fritas,kg,0.18,0.085,2.0,45294.1,3850.0,5,24,2453,,True
Atun / conserva de pescado,Media,7790580131357,Atún en Aceite Libre de Gluten sin TACC La Campagnola 170 Gr,La Campagnola,Almacén,Conservas,Conservas de Pescado,kg,0.35,0.17,2.0,34520.8,5868.5,5,24,2402,,True
Atun / conserva de pescado,Ejecutiva,7790580131364,Atún al Natural Libre de Gluten sin TACC La Campagnola 170 Gr,La Campagnola,Almacén,Conservas,Conservas de Pescado,kg,0.5,0.17,3.0,34746.5,5906.9,5,24,2448,,True
